"","Language","Subscription.Type","Subscription.Event.Type","Purchase.Store","Purchase.Amount","Currency","Demo.User","Free.Trial.User","Auto.Renew","Country","User.Type","Lead.Platform","Email.Subscriber","Push.Notifications","Send.Count","Open.Count","Click.Count","Unique.Open.Count","Unique.Click.Count","Dollar_val","sub_len_mnth","cluster"
"9128","HEB","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,3.21428571428571,4
"9326","CHI","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",72,4,1,2,1,35.97,3.28571428571429,5
"6258","HEB","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",184,11,0,10,0,0,13.0357142857143,5
"9109","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",240,235,0,188,0,35.97,3.5,5
"38046","ALL","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,13.0714285714286,3
"9757","ENG","Limited","RENEWAL","Web",79,"USD","No","No","On","Other","Other","Unknown","No","No",4,4,4,1,1,79,10.7857142857143,4
"32063","ENG","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","Europe","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,13.3571428571429,2
"7791","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",68,7,0,6,0,0,16.3214285714286,5
"5559","ENG","Limited","INITIAL_PURCHASE","Web",35.97,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",8,0,0,0,0,35.97,3.28571428571429,5
"7233","FRA","Limited","INITIAL_PURCHASE","Web",71.94,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",22,4,0,3,0,71.94,6.57142857142857,5
"8192","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",28,18,14,9,7,189,1028.42857142857,5
"26902","TGL","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",3,0,0,0,0,0,13.0714285714286,2
"21477","EBR","Limited","INITIAL_PURCHASE","Web",8.72,"EUR","No","No","On","Europe","Consumer","Web","Yes","Yes",38,12,0,7,0,10.3768,26.1071428571429,1
"7451","ESC","Limited","RENEWAL","Web",79,"USD","Yes","No","Off","US/Canada","Consumer","App","No","Yes",11,8,2,6,1,79,6.53571428571429,5
"7019","ITA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,13.0357142857143,5
"16529","JPN","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",3,2,0,2,0,199,1031.82142857143,4
"28288","ESP","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","Other","Consumer","App","Yes","Yes",5,0,0,0,0,0,12.25,2
"16257","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,3.28571428571429,4
"6794","ESP","Lifetime","INITIAL_PURCHASE","Web",200.34,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",6,0,0,0,0,200.34,1044.71428571429,5
"30971","ENG","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","Off","Other","Other","Unknown","No","No",3,0,0,0,0,0,3.25,3
"1627","FRA","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",229,145,0,111,0,35.97,3.5,5
"32499","DEU","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","Europe","Consumer","App","Yes","Yes",10,0,0,0,0,0,11.0357142857143,2
"20978","FRA","Lifetime","INITIAL_PURCHASE","Web",0,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,1039.46428571429,4
"18029","ENG","Limited","INITIAL_PURCHASE","Web",71.94,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,71.94,3.28571428571429,4
"4475","ESP","Limited","INITIAL_PURCHASE","Web",65.94,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",3,2,2,1,1,65.94,6.57142857142857,5
"32171","ALL","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",9,0,0,0,0,0,13.0357142857143,2
"24430","DEU","Limited","RENEWAL","Web",40.83,"GBP","No","No","On","Other","Other","Unknown","No","No",5,4,0,1,0,53.8956,6.5,4
"11993","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",36,36,16,6,1,199,1027.35714285714,4
"36445","ENG","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,11.0357142857143,3
"26170","ESP","Limited","RENEWAL","App",54990000,"USD","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,54.99,9.89285714285714,3
"27703","DEU","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","Europe","Consumer","App","No","Yes",1,0,0,0,0,0,11.0357142857143,2
"29362","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.28571428571429,2
"26351","DEU","Limited","RENEWAL","App",NA,"NULL","No","No","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,13.1428571428571,2
"4809","ENG","Limited","INITIAL_PURCHASE","Web",37.77,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",112,1,0,1,0,37.77,3.28571428571429,5
"7539","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",8,3,0,1,0,35.97,6.53571428571429,5
"17505","FRA","Limited","RENEWAL","Web",119,"USD","No","No","On","Other","Other","Unknown","No","No",6,5,1,3,1,119,13.0714285714286,4
"38983","JPN","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,1.10714285714286,3
"11230","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","Yes","No","Off","US/Canada","Consumer","App","No","Yes",158,65,2,40,2,189,1028.35714285714,5
"12320","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",56,15,0,13,0,0,13.0357142857143,5
"15495","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",154,1,0,1,0,0,6.46428571428571,5
"13261","JPN","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",43,1,0,1,0,0,6.46428571428571,4
"6189","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",5,0,0,0,0,199,1027.5,4
"27521","ITA","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","Europe","Consumer","App","No","Yes",1,0,0,0,0,0,4.25,2
"21286","ESC","Limited","INITIAL_PURCHASE","Web",13.82,"EUR","Yes","No","On","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,16.4458,26.1071428571429,1
"21950","ESC","Limited","INITIAL_PURCHASE","Web",0,"EUR","No","No","Off","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,1.42857142857143,1
"37742","HIN","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",31,12,1,10,1,0,3.28571428571429,2
"28975","NED","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Europe","Consumer","App","Yes","Yes",5,5,0,1,0,0,1027.75,1
"10829","CHI","Lifetime","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","No","Yes",1,1,0,1,0,0,1044.21428571429,5
"9933","FRA","Limited","RENEWAL","Web",79,"USD","No","No","On","Other","Other","Unknown","No","No",1,0,0,0,0,79,13.0357142857143,4
"6832","ENG","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","On","US/Canada","Consumer","Web","Yes","Yes",21,4,0,1,0,0,16.2857142857143,5
"26264","ESP","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",1,0,0,0,0,0,13.3214285714286,2
"26206","ESP","Limited","RENEWAL","App",94990000,"USD","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",17,0,0,0,0,94.99,13.1428571428571,2
"10279","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",1,0,0,0,0,0,13.0357142857143,5
"17601","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","No","No","Off","Other","Other","Unknown","No","No",5,0,0,0,0,189,1030.32142857143,4
"14248","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,3.28571428571429,4
"22712","ITA","Limited","INITIAL_PURCHASE","Web",8.65,"EUR","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,10.2935,26.1071428571429,4
"30946","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",12,0,0,0,0,0,3.25,2
"12593","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","Yes","No","Off","US/Canada","Consumer","Web","Yes","Yes",30,13,12,3,2,189,1028.75,5
"9749","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",173,61,3,30,1,189,1028.64285714286,5
"454","FRA","Limited","RENEWAL","Web",35.97,"USD","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",4,0,0,0,0,35.97,10.1071428571429,5
"3769","ENG","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",63,0,0,0,0,0,13.0357142857143,5
"23686","ITA","Limited","INITIAL_PURCHASE","Web",49,"GBP","Yes","No","On","Europe","Consumer","App","Yes","Yes",6,0,0,0,0,64.68,3.28571428571429,1
"38008","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,1.10714285714286,3
"16852","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,6.53571428571429,4
"12022","KIS","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","No","Yes",7,7,0,1,0,0,13.0714285714286,5
"4174","ENG","Limited","INITIAL_PURCHASE","Web",39,"USD","No","No","Off","Other","Consumer","Web","Yes","Yes",177,2,1,2,1,39,3.39285714285714,4
"1673","CHI","Lifetime","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",3,2,0,1,0,0,1043.46428571429,5
"514","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",142,2,0,2,0,35.97,3.35714285714286,5
"24189","FRA","Limited","INITIAL_PURCHASE","Web",13.61,"GBP","Yes","No","Off","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,17.9652,3.28571428571429,1
"29900","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","Web","Yes","Yes",6,0,0,0,0,0,3.25,2
"22124","ENG","Limited","RENEWAL","Web",25.21,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,29.9999,9.75,4
"8374","ALL","Lifetime","INITIAL_PURCHASE","Web",202.23,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",110,14,4,8,1,202.23,1028.67857142857,5
"37358","ALL","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,1027.92857142857,3
"4426","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",83,23,3,9,1,199,1027.82142857143,5
"14989","JPN","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",125,0,0,0,0,0,6.60714285714286,5
"16054","ESC","Limited","INITIAL_PURCHASE","Web",0,"USD","No","Yes","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.17857142857143,5
"23447","ESC","Limited","INITIAL_PURCHASE","Web",44.5,"GBP","Yes","No","On","Europe","Consumer","App","Yes","Yes",9,2,2,1,1,58.74,6.5,1
"7145","RUS","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",40,0,0,0,0,0,3.17857142857143,4
"10834","FRA","Limited","INITIAL_PURCHASE","Web",39,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",92,59,9,39,5,39,4.53571428571429,5
"21528","FRA","Limited","RENEWAL","Web",16.81,"EUR","No","No","Off","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,20.0039,5.46428571428571,1
"2289","FRA","Limited","RENEWAL","Web",35.97,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",3,0,0,0,0,35.97,9.78571428571428,5
"7888","ESP","Limited","INITIAL_PURCHASE","Web",65.94,"USD","No","No","Off","Other","Other","Unknown","No","No",8,7,0,4,0,65.94,19.5357142857143,4
"24573","CHI","Limited","INITIAL_PURCHASE","Web",13.75,"GBP","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,18.15,6.57142857142857,4
"18258","ESP","Limited","INITIAL_PURCHASE","Web",29.14,"USD","No","No","Off","Other","Other","Unknown","No","No",56,16,0,11,0,29.14,3.28571428571429,4
"38440","ITA","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,19.5714285714286,2
"9448","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",9,0,0,0,0,0,13.0357142857143,5
"10096","ESP","Limited","INITIAL_PURCHASE","Web",82.95,"USD","No","No","Off","Other","Other","Unknown","No","No",56,36,0,34,0,82.95,3.28571428571429,4
"3261","JPN","Limited","RENEWAL","Web",35.97,"USD","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",167,2,0,2,0,35.97,18.6428571428571,5
"43","ALL","Lifetime","INITIAL_PURCHASE","Web",218.9,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",10,1,0,1,0,218.9,1028.53571428571,5
"36811","ESP","Limited","RENEWAL","App",NA,"NULL","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,13.1428571428571,3
"29596","ITA","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","Other","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,6.67857142857143,2
"15559","ESP","Limited","INITIAL_PURCHASE","Web",119,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,119,6.53571428571429,4
"20951","ALL","Lifetime","INITIAL_PURCHASE","Web",299,"EUR","No","Yes","Off","Europe","Consumer","Web","Yes","Yes",19,17,10,5,2,355.81,1027.85714285714,1
"30112","ENG","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",2,2,0,2,0,0,13.0714285714286,2
"29320","FRA","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",1,1,0,1,0,0,1036.64285714286,2
"7810","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",142,37,6,29,1,189,1028.39285714286,5
"5357","JPN","Limited","INITIAL_PURCHASE","Web",35.97,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",91,11,7,5,2,35.97,3.21428571428571,5
"6111","NED","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,6.53571428571429,1
"28217","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",11,3,0,3,0,0,11.5357142857143,2
"32640","ITA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","Europe","Consumer","App","No","Yes",5,5,0,1,0,0,12.0357142857143,2
"1096","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","No","Yes","Off","US/Canada","Consumer","Web","No","Yes",186,179,27,76,6,189,1028.10714285714,5
"9011","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",2,0,0,0,0,0,13.0357142857143,5
"25382","ENG","Limited","RENEWAL","App",69990000,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,69.99,13.0714285714286,2
"39294","ITA","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,6.71428571428571,3
"33038","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",12,0,0,0,0,0,11.5357142857143,2
"13607","ESP","Limited","INITIAL_PURCHASE","Web",69.24,"USD","No","No","Off","Other","Other","Unknown","No","No",1,0,0,0,0,69.24,6.57142857142857,4
"38039","ESC","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.21428571428571,2
"18126","ESC","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","Off","Other","Other","Unknown","No","No",51,2,0,2,0,35.97,3.28571428571429,4
"33995","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.25,2
"18665","DEU","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","Other","Other","Unknown","No","No",51,13,3,7,1,0,6.57142857142857,4
"29451","ITA","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,0,9.78571428571428,2
"26275","ALL","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","No","Yes","Off","Other","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,1027.89285714286,3
"36390","SVE","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",15,0,0,0,0,0,13.0357142857143,2
"1134","DEU","Limited","RENEWAL","Web",35.97,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",5,2,0,1,0,35.97,16.3571428571429,5
"13048","CHI","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,3.17857142857143,4
"7937","ESP","Limited","RENEWAL","Web",35.97,"USD","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",6,6,0,4,0,35.97,6.67857142857143,5
"20625","ESC","Limited","INITIAL_PURCHASE","Web",8.72,"EUR","Yes","No","On","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,10.3768,26.1071428571429,1
"26063","ESP","Limited","RENEWAL","App",49990000,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,49.99,13.0714285714286,3
"35818","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",6,2,0,1,0,0,3.28571428571429,2
"11678","FRA","Limited","RENEWAL","Web",119,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,119,15.1785714285714,4
"3970","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","Web","Yes","Yes",79,0,0,0,0,0,13.0714285714286,5
"8503","DEU","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",6,3,1,2,1,0,13.0357142857143,4
"28657","FRA","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",2,0,0,0,0,0,9.78571428571428,2
"31046","ESP","Limited","RENEWAL","App",NA,"NULL","No","No","On","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,9.78571428571428,2
"16406","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,199,1028.5,4
"1428","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",176,111,15,53,8,189,1028.64285714286,5
"12863","ALL","Limited","INITIAL_PURCHASE","Web",95.88,"USD","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",9,8,3,2,1,95.88,13.0357142857143,5
"7624","ESP","Limited","RENEWAL","Web",79,"USD","Yes","No","Off","US/Canada","Consumer","Web","Yes","Yes",115,0,0,0,0,79,6.57142857142857,5
"4765","ITA","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",55,0,0,0,0,0,3.28571428571429,5
"12351","ALL","Lifetime","INITIAL_PURCHASE","Web",216.66,"USD","No","No","Off","Other","Other","Unknown","No","No",6,0,0,0,0,216.66,1028.28571428571,4
"13115","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","On","Other","Other","Unknown","No","No",7,1,0,1,0,35.97,3.28571428571429,4
"33885","EBR","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Other","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.28571428571429,2
"12170","POR","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,35.97,3.28571428571429,4
"1835","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","Web","Yes","Yes",202,27,24,4,1,0,13.0357142857143,5
"38449","ALL","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",4,3,0,1,0,0,13.1428571428571,2
"37014","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",17,0,0,0,0,0,3.28571428571429,2
"15255","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",45,0,0,0,0,0,6.46428571428571,5
"19995","EBR","Limited","INITIAL_PURCHASE","Web",29,"EUR","Yes","No","Off","Europe","Consumer","App","No","Yes",2,0,0,0,0,34.51,3.25,1
"18306","ESP","Limited","RENEWAL","Web",79,"USD","No","No","On","Other","Other","Unknown","No","No",3,1,0,1,0,79,6.5,4
"17768","FRA","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,35.97,3.28571428571429,4
"19728","RUS","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","Other","Other","Unknown","No","No",39,0,0,0,0,0,3.25,4
"12731","ALL","Lifetime","INITIAL_PURCHASE","Web",214.92,"USD","No","No","Off","Other","Other","Unknown","No","No",6,0,0,0,0,214.92,1028.17857142857,4
"11290","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",17,0,0,0,0,0,6.46428571428571,5
"15105","ESP","Limited","RENEWAL","Web",79,"USD","No","No","On","Other","Other","Unknown","No","No",3,3,0,3,0,79,6.5,4
"15723","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",8,2,0,1,0,199,1028.64285714286,4
"5904","TGL","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,1,0,1,0,0,39.1428571428571,5
"15648","ITA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",123,6,0,6,0,0,6.46428571428571,5
"12103","KIS","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,6.53571428571429,4
"1462","ESP","Lifetime","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",2,0,0,0,0,0,1043.60714285714,5
"39335","FRA","Limited","RENEWAL","App",NA,"NULL","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,14.0357142857143,3
"37817","ALL","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,1,0,1,0,0,13.0357142857143,2
"20201","EBR","Limited","INITIAL_PURCHASE","Web",20.36,"EUR","Yes","No","On","Europe","Consumer","Web","No","Yes",1,0,0,0,0,24.2284,13.0714285714286,1
"13098","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",5,0,0,0,0,199,1028.17857142857,4
"32160","ENG","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",8,0,0,0,0,0,10.7142857142857,2
"3048","DEU","Limited","INITIAL_PURCHASE","Web",38.4,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",111,10,5,5,2,38.4,3.21428571428571,5
"32284","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",181,11,0,10,0,0,3.21428571428571,2
"22387","ENG","Limited","INITIAL_PURCHASE","Web",79.5,"EUR","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,94.605,13.0357142857143,4
"4702","EBR","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","Yes","Off","Europe","Consumer","Web","No","Yes",9,7,0,2,0,35.97,15.6785714285714,1
"17232","ALL","Lifetime","INITIAL_PURCHASE","Web",217.41,"USD","No","No","Off","Other","Other","Unknown","No","No",7,1,0,1,0,217.41,1028.96428571429,4
