"","Language","Subscription.Type","Subscription.Event.Type","Purchase.Store","Purchase.Amount","Currency","Demo.User","Free.Trial.User","Auto.Renew","Country","User.Type","Lead.Platform","Email.Subscriber","Push.Notifications","Send.Count","Open.Count","Click.Count","Unique.Open.Count","Unique.Click.Count","Dollar_val","sub_len_mnth","cluster"
"34288","JPN","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","Other","Consumer","App","Yes","Yes",17,0,0,0,0,0,13.1428571428571,2
"11065","ESP","Limited","INITIAL_PURCHASE","Web",143.76,"USD","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,143.76,26.1071428571429,4
"19197","JPN","Limited","INITIAL_PURCHASE","Web",65.94,"USD","Yes","No","Off","US/Canada","Consumer","Web","Yes","Yes",1,0,0,0,0,65.94,6.57142857142857,5
"7045","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",16,10,5,4,1,189,1028.32142857143,5
"11727","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",26,0,0,0,0,0,6.60714285714286,4
"4750","CHI","Limited","INITIAL_PURCHASE","Web",35.97,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",76,0,0,0,0,35.97,3.28571428571429,5
"33064","RUS","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",2,0,0,0,0,0,9.78571428571428,2
"21128","ITA","Lifetime","INITIAL_PURCHASE","Web",0,"EUR","No","No","Off","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,1039.46428571429,1
"39310","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",17,0,0,0,0,0,9.75,2
"17193","KIS","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,6.67857142857143,5
"15185","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,13.0357142857143,5
"27734","DEU","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,6.57142857142857,2
"32788","DEU","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",7,0,0,0,0,0,13.0357142857143,2
"37730","ENG","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",9,0,0,0,0,0,3.25,2
"7363","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",65,0,0,0,0,0,6.46428571428571,5
"4435","ITA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,13.0357142857143,5
"26195","SVE","Limited","INITIAL_PURCHASE","App",94990000,"USD","No","No","On","Other","Other","Unknown","No","No",4,0,0,0,0,94.99,25.0714285714286,2
"28067","ESP","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",5,0,0,0,0,0,10.8214285714286,2
"18277","FAR","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","On","Other","Other","Unknown","No","No",10,0,0,0,0,35.97,3.21428571428571,4
"17380","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,6.57142857142857,4
"15288","ESP","Limited","RENEWAL","Web",79,"USD","No","No","Off","Other","Other","Unknown","No","No",8,1,0,1,0,79,16.3571428571429,4
"2799","ESC","Limited","INITIAL_PURCHASE","Web",38.34,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",174,30,5,11,1,38.34,3.28571428571429,5
"2785","ALL","Lifetime","INITIAL_PURCHASE","Web",218.7,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",17,2,0,2,0,218.7,1028.53571428571,5
"19104","ALL","Lifetime","INITIAL_PURCHASE","Web",170.1,"USD","No","No","Off","Other","Other","Unknown","No","No",8,8,0,3,0,170.1,1028.39285714286,4
"28453","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",49,0,0,0,0,0,6.53571428571429,2
"4080","ITA","Limited","RENEWAL","Web",79,"USD","No","No","Off","Other","Other","Unknown","No","No",15,11,0,4,0,79,6.5,4
"32071","DEU","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",18,6,0,6,0,0,13.3928571428571,2
"10185","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,35.97,6.5,4
"5027","DEU","Limited","RENEWAL","Web",79,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",62,0,0,0,0,79,9.75,5
"31385","ALL","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",5,1,0,1,0,0,13.0357142857143,2
"28508","ITA","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",6,0,0,0,0,0,16.25,2
"23634","EBR","Limited","INITIAL_PURCHASE","Web",8.65,"GBP","No","Yes","On","Europe","Consumer","App","No","Yes",1,0,0,0,0,11.418,15.3214285714286,1
"20318","ITA","Limited","INITIAL_PURCHASE","Web",13.94,"EUR","Yes","No","On","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,16.5886,26.1071428571429,1
"29469","ENG","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",3,0,0,0,0,0,6.75,2
"28410","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","On","US/Canada","Consumer","Web","Yes","Yes",15,0,0,0,0,0,10.5357142857143,2
"5221","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",24,0,0,0,0,0,6.46428571428571,5
"28380","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,0,9.78571428571428,2
"10741","KOR","Limited","INITIAL_PURCHASE","Web",39,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",196,62,0,45,0,39,3.39285714285714,5
"22829","JPN","Limited","INITIAL_PURCHASE","Web",30.28,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,36.0332,9.67857142857143,4
"15033","RUS","Limited","RENEWAL","Web",79,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",84,45,25,12,2,79,10.0714285714286,5
"24783","ESP","Limited","INITIAL_PURCHASE","Web",8.29,"GBP","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,10.9428,26.1071428571429,4
"33318","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,0,3.28571428571429,2
"20717","ALL","Lifetime","INITIAL_PURCHASE","Web",299,"EUR","Yes","No","Off","Other","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,355.81,1027.32142857143,1
"288","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",31,12,11,4,3,199,1028.71428571429,5
"14800","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","Web","Yes","Yes",187,24,0,21,0,0,3.28571428571429,5
"38738","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.17857142857143,2
"24058","FRA","Limited","INITIAL_PURCHASE","Web",13.61,"GBP","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,17.9652,3.28571428571429,4
"27011","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",17,0,0,0,0,0,6.57142857142857,2
"1837","ALL","Limited","INITIAL_PURCHASE","Web",95.88,"USD","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",12,1,0,1,0,95.88,13.0357142857143,5
"4989","FRA","Lifetime","INITIAL_PURCHASE","Web",199.21,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",128,17,3,5,1,199.21,1030.03571428571,5
"35367","FRA","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",207,57,0,38,0,0,6.5,2
"6097","ESP","Limited","INITIAL_PURCHASE","Web",37.77,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",65,5,1,3,1,37.77,3.39285714285714,5
"39380","JPN","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",199,116,0,109,0,0,3.21428571428571,2
"31967","HIN","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","Other","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,13.1428571428571,2
"17539","ITA","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","On","Other","Other","Unknown","No","No",10,1,0,1,0,35.97,3.21428571428571,4
"21772","FRA","Limited","INITIAL_PURCHASE","Web",13.94,"EUR","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,16.5886,26.1071428571429,4
"23943","POR","Limited","INITIAL_PURCHASE","Web",53.4,"GBP","No","Yes","On","Europe","Consumer","Web","Yes","Yes",5,0,0,0,0,70.488,6.67857142857143,1
"6879","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",2,2,0,1,0,0,19.8928571428571,5
"161","ALL","Lifetime","INITIAL_PURCHASE","Web",218.9,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",55,7,3,3,1,218.9,1027.67857142857,5
"19111","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",54,54,9,13,1,0,13.0357142857143,4
"8215","ENG","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",200,26,0,18,0,0,7.60714285714286,5
"14736","RUS","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",40,3,0,3,0,0,3.25,4
"7038","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,199,1028.10714285714,4
"34593","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.28571428571429,2
"21356","JPN","Limited","INITIAL_PURCHASE","Web",39.2,"EUR","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,46.648,3.21428571428571,4
"21114","ITA","Limited","INITIAL_PURCHASE","Web",8.65,"EUR","Yes","No","On","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,10.2935,26.1071428571429,1
"30026","DEU","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",16,0,0,0,0,0,11.0357142857143,2
"32078","ENG","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Other","Consumer","App","Yes","Yes",1,0,0,0,0,0,3.21428571428571,2
"413","ESP","Limited","RENEWAL","Web",35.97,"USD","Yes","No","On","US/Canada","Consumer","Web","Yes","Yes",53,53,0,2,0,35.97,22.8214285714286,5
"28451","ITA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",6,0,0,0,0,0,3.28571428571429,2
"21372","ENG","Limited","RENEWAL","Web",25,"EUR","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,29.75,4.35714285714286,4
"817","HEB","Lifetime","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",1,1,0,1,0,0,1042.03571428571,5
"11964","ESP","Limited","RENEWAL","Web",79,"USD","No","No","Off","Other","Other","Unknown","No","No",42,0,0,0,0,79,6.53571428571429,4
"20237","EBR","Limited","INITIAL_PURCHASE","Web",8.72,"EUR","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,10.3768,26.1071428571429,4
"17597","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",6,0,0,0,0,199,1027.89285714286,4
"23102","RUS","Limited","INITIAL_PURCHASE","Web",24.5,"GBP","No","No","Off","Europe","Consumer","Web","No","Yes",41,35,33,3,1,32.34,3.25,1
"21904","ITA","Lifetime","INITIAL_PURCHASE","Web",0,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,1038.60714285714,4
"21256","CHI","Limited","INITIAL_PURCHASE","Web",20.87,"EUR","No","No","Off","Europe","Consumer","Web","Yes","Yes",28,0,0,0,0,24.8353,14.1071428571429,1
"5815","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",171,7,3,5,2,0,13.0357142857143,5
"5796","ENG","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,6.5,5
"7098","FRA","Limited","INITIAL_PURCHASE","Web",95.88,"USD","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,95.88,13.0714285714286,4
"10418","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",7,3,0,1,0,199,1027.64285714286,4
"29531","ALL","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,13.0357142857143,2
"6141","ENG","Limited","RENEWAL","Web",35.97,"USD","No","No","On","Other","Other","Unknown","No","No",5,3,0,2,0,35.97,9.78571428571428,4
"12115","ESP","Limited","INITIAL_PURCHASE","Web",39,"USD","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",176,67,0,62,0,39,3.39285714285714,5
"2647","SVE","Limited","RENEWAL","Web",179,"USD","Yes","No","On","Europe","Consumer","Web","Yes","Yes",47,10,0,6,0,179,26.1071428571429,1
"21094","ESP","Limited","INITIAL_PURCHASE","Web",59,"EUR","No","No","Off","Other","Other","Unknown","No","No",9,9,0,2,0,70.21,11.6428571428571,4
"18119","CHI","Limited","INITIAL_PURCHASE","Web",119,"USD","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,119,6.5,4
"25545","ENG","Limited","INITIAL_PURCHASE","App",49990000,"USD","Yes","No","On","Other","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,49.99,3.21428571428571,3
"8439","ENG","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",173,13,0,11,0,0,13.0357142857143,5
"21266","FRA","Limited","INITIAL_PURCHASE","Web",29.4,"EUR","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,34.986,3.28571428571429,4
"12356","RUS","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Consumer","Web","Yes","Yes",18,0,0,0,0,0,13.0357142857143,4
"21483","FRA","Limited","RENEWAL","Web",16.67,"EUR","Yes","No","On","Europe","Consumer","App","Yes","Yes",28,0,0,0,0,19.8373,15.2142857142857,1
"4228","CHI","Limited","INITIAL_PURCHASE","Web",38.85,"USD","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",65,65,52,4,1,38.85,12,5
"23526","FRA","Limited","RENEWAL","Web",10,"GBP","No","No","Off","Europe","Consumer","Web","No","Yes",11,9,1,4,1,13.2,12.8214285714286,1
"33396","FRA","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","Other","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,6.57142857142857,2
"11050","ALL","Limited","INITIAL_PURCHASE","Web",143.76,"USD","Yes","No","On","US/Canada","Consumer","Web","Yes","Yes",100,29,3,15,1,143.76,26.0714285714286,5
"33912","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",22,0,0,0,0,0,3.25,2
"3145","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","Other","Other","Unknown","No","No",39,0,0,0,0,0,3.28571428571429,4
"25068","ESC","Limited","INITIAL_PURCHASE","Web",39.2,"GBP","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,51.744,3.28571428571429,4
"2829","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",182,182,182,4,4,35.97,3.28571428571429,5
"20879","EBR","Limited","INITIAL_PURCHASE","Web",37.7,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,44.863,3.17857142857143,4
"22006","ARA","Limited","INITIAL_PURCHASE","Web",39.2,"EUR","Yes","No","Off","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,46.648,3.28571428571429,1
"23884","ITA","Limited","INITIAL_PURCHASE","Web",8.29,"GBP","Yes","No","On","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,10.9428,26.1071428571429,1
"6636","ESP","Limited","INITIAL_PURCHASE","Web",65.94,"USD","No","No","Off","Other","Other","Unknown","No","No",4,0,0,0,0,65.94,6.53571428571429,4
"22298","ESC","Limited","RENEWAL","Web",16.81,"EUR","No","No","On","Other","Other","Unknown","No","No",3,3,0,1,0,20.0039,14.1428571428571,4
"23232","ESP","Limited","INITIAL_PURCHASE","Web",13.61,"GBP","Yes","No","Off","Europe","Consumer","App","Yes","Yes",2,1,0,1,0,17.9652,3.28571428571429,1
"31573","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",189,188,0,188,0,0,3.28571428571429,2
"35614","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",12,8,0,3,0,0,11.0357142857143,2
"39671","ITA","Limited","RENEWAL","App",54990000,"GBP","Yes","No","On","Europe","Consumer","App","Yes","Yes",20,0,0,0,0,72.5868,13.0714285714286,3
"24826","ARA","Limited","INITIAL_PURCHASE","Web",49,"GBP","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,64.68,3.28571428571429,4
"24924","CHI","Limited","INITIAL_PURCHASE","Web",13.61,"GBP","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",38,0,0,0,0,17.9652,6.5,5
"19118","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",200,106,2,84,2,199,1027.64285714286,5
"35560","DEU","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,13.3214285714286,3
"2274","ESP","Limited","INITIAL_PURCHASE","Web",145.2,"USD","No","No","On","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,145.2,26.1071428571429,5
"24356","ALL","Lifetime","INITIAL_PURCHASE","Web",299,"GBP","No","No","Off","Other","Other","Unknown","No","No",5,5,0,1,0,394.68,1027.39285714286,4
"4579","ESP","Limited","INITIAL_PURCHASE","Web",39,"USD","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",12,0,0,0,0,39,4.10714285714286,5
"9959","ESC","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,3.17857142857143,4
"38655","ENG","Limited","RENEWAL","App",NA,"NULL","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,13.1785714285714,3
"14020","ALL","Limited","RENEWAL","Web",179,"USD","No","No","On","Other","Other","Unknown","No","No",4,0,0,0,0,179,26.1071428571429,4
"6046","ENG","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","On","Other","Consumer","Web","Yes","Yes",7,4,0,4,0,35.97,3.57142857142857,4
"29024","TGL","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",22,0,0,0,0,0,13.0357142857143,2
"6985","ITA","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","Web","No","Yes",7,1,1,1,1,0,3.78571428571429,5
"27278","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,0,14.2142857142857,2
"24856","ALL","Lifetime","INITIAL_PURCHASE","Web",299,"GBP","No","No","Off","Other","Other","Unknown","No","No",1,0,0,0,0,394.68,1027.92857142857,4
"31669","RUS","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",3,0,0,0,0,0,1041.10714285714,2
"28215","ENG","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","Yes","Off","Europe","Consumer","App","No","Yes",1,0,0,0,0,0,3.28571428571429,2
"21918","RUS","Limited","INITIAL_PURCHASE","Web",20.69,"EUR","No","No","Off","Other","Other","Unknown","No","No",1,0,0,0,0,24.6211,13.0357142857143,4
"38629","DEU","Limited","RENEWAL","App",NA,"NULL","No","No","On","Other","Other","Unknown","No","No",1,0,0,0,0,0,12.2857142857143,3
"760","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",115,44,4,29,3,199,1028.35714285714,5
"17305","DEU","Limited","RENEWAL","Web",79,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,79,13.0357142857143,4
"14384","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",48,0,0,0,0,0,3.17857142857143,5
"28202","FRA","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",4,1,0,1,0,0,9.82142857142857,2
"31633","EBR","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",30,0,0,0,0,0,11.2857142857143,2
"31269","RUS","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",6,2,2,1,1,0,3.28571428571429,2
"14405","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",18,0,0,0,0,0,6.53571428571429,5
"13140","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,6.46428571428571,4
"36109","ESP","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",17,0,0,0,0,0,13.1428571428571,2
"38275","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",17,0,0,0,0,0,13.0357142857143,2
"7713","CHI","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",100,30,0,30,0,0,3.21428571428571,5
"32516","JPN","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",8,1,0,1,0,0,3.21428571428571,2
"2984","ENG","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,16.3214285714286,4
"35933","ITA","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",172,27,0,22,0,0,9.75,2
"17540","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",6,0,0,0,0,199,1028.46428571429,4
"13761","ENG","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,35.97,3.21428571428571,4
"37375","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",168,2,0,1,0,0,8.85714285714286,2
"31779","JPN","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",31,2,0,2,0,0,10.1428571428571,2
"28236","ESP","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",3,1,0,1,0,0,6.71428571428571,2
"19171","ALL","Lifetime","INITIAL_PURCHASE","Web",208.95,"USD","No","No","Off","Other","Other","Unknown","No","No",5,0,0,0,0,208.95,1027.60714285714,4
"10713","FRA","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",185,97,46,44,8,35.97,6.28571428571429,5
"7423","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",66,0,0,0,0,0,3.28571428571429,5
"3440","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",146,1,0,1,0,0,6.5,5
"24628","HIN","Limited","INITIAL_PURCHASE","Web",79.5,"GBP","No","No","On","Europe","Consumer","Web","Yes","Yes",6,0,0,0,0,104.94,13.75,1
"14935","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,27.1428571428571,4
"18543","GRK","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",46,0,0,0,0,0,6.75,5
"31702","RUS","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",42,0,0,0,0,0,6.57142857142857,2
"37892","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",17,0,0,0,0,0,3.17857142857143,2
"29378","ALL","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","No","Yes","Off","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,1028.5,1
"3784","ESP","Limited","INITIAL_PURCHASE","Web",376.2,"USD","No","Yes","Off","Europe","Consumer","Web","No","Yes",26,21,0,4,0,376.2,13.0714285714286,1
"13624","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",139,1,0,1,0,0,6.5,5
"32469","ALL","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",6,1,0,1,0,0,1027.82142857143,2
"2906","ALL","Lifetime","INITIAL_PURCHASE","Web",170.1,"USD","Yes","No","Off","US/Canada","Consumer","Web","No","Yes",2,1,0,1,0,170.1,1030.21428571429,5
"19106","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",7,2,0,1,0,199,1028.67857142857,4
"36057","ARA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,1,0,1,0,0,3.28571428571429,2
"12940","ALL","Lifetime","INITIAL_PURCHASE","Web",228.69,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,228.69,1028.71428571429,4
