Language,Subscription.Type,Subscription.Event.Type,Purchase.Store,Purchase.Amount,Currency,Demo.User,Free.Trial.User,Auto.Renew,Country,User.Type,Lead.Platform,Email.Subscriber,Push.Notifications,Send.Count,Open.Count,Click.Count,Unique.Open.Count,Unique.Click.Count,Dollar_val,sub_len_mnth,cluster
ALL,Lifetime,INITIAL_PURCHASE,Web,209.2,USD,No,No,Off,Other,Other,Unknown,No,No,5,0,0,0,0,209.2,1027.428571,1
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,189,1028.357143,1
ALL,Lifetime,INITIAL_PURCHASE,Web,210.54,USD,No,No,Off,Other,Other,Unknown,No,No,5,0,0,0,0,210.54,1027.535714,1
ITA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.178571429,1
ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,Off,Other,Other,Unknown,No,No,18,0,0,0,0,35.97,3.285714286,1
TGL,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,85,3,0,3,0,0,3.25,4
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.178571429,1
TGL,Lifetime,INITIAL_PURCHASE,Web,179,USD,No,No,Off,Other,Other,Unknown,No,No,1,0,0,0,0,179,1031.607143,1
ESP,Limited,RENEWAL,Web,79,USD,No,No,On,Other,Other,Unknown,No,No,20,20,0,3,0,79,6.535714286,1
ESP,Limited,RENEWAL,Web,79,USD,No,No,On,Other,Other,Unknown,No,No,13,3,0,3,0,79,13,1
ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,Off,Other,Other,Unknown,No,No,9,1,0,1,0,35.97,3.285714286,1
FRA,Limited,RENEWAL,Web,119,USD,No,No,Off,Other,Other,Unknown,No,No,3,0,0,0,0,119,13.03571429,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,10,7,0,2,0,199,1027.714286,1
ITA,Limited,INITIAL_PURCHASE,Web,79,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,79,3.285714286,1
ESP,Limited,INITIAL_PURCHASE,Web,37.91,USD,No,No,On,Other,Other,Unknown,No,No,2,0,0,0,0,37.91,10.92857143,1
CHI,Limited,RENEWAL,Web,119,USD,No,No,On,Other,Other,Unknown,No,No,2,0,0,0,0,119,13.07142857,1
ALL,Limited,RENEWAL,Web,179,USD,No,No,On,Other,Other,Unknown,No,No,12,10,10,1,1,179,26.10714286,1
ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,Off,Other,Other,Unknown,No,No,20,0,0,0,0,35.97,3.285714286,1
ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,No,No,On,Other,Other,Unknown,No,No,4,0,0,0,0,65.94,6.5,1
DEU,Limited,RENEWAL,Web,79,USD,No,No,Off,Other,Other,Unknown,No,No,4,0,0,0,0,79,6.535714286,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,199,1028.642857,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,Other,Other,Unknown,No,No,,,,,,0,26.10714286,1
FRA,Limited,INITIAL_PURCHASE,Web,39,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0,39,3.392857143,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,7,2,0,1,0,199,1027.714286,1
EBR,Limited,RENEWAL,Web,79,USD,No,No,On,Other,Other,Unknown,No,No,,,,,,79,9.964285714,1
ESP,Limited,RENEWAL,Web,79,USD,No,No,Off,Other,Other,Unknown,No,No,11,6,1,4,1,79,9.857142857,1
ESP,Limited,RENEWAL,Web,119,USD,No,No,On,Other,Other,Unknown,No,No,6,3,0,1,0,119,13.07142857,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.285714286,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.178571429,1
DAR,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,0,3.285714286,4
ESP,Limited,INITIAL_PURCHASE,Web,38.58,USD,No,No,Off,Other,Other,Unknown,No,No,12,0,0,0,0,38.58,3.214285714,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,9,4,0,1,0,199,1028.321429,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,32,31,1,9,1,0,13.03571429,1
CHI,Limited,RENEWAL,Web,169,USD,No,No,Off,Other,Other,Unknown,No,No,2,0,0,0,0,169,26.10714286,1
FAR,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,31,0,0,0,0,0,3.285714286,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,51,4,0,4,0,0,6.464285714,1
DEU,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,6.535714286,1
POR,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,38,0,0,0,0,0,6.464285714,1
JPN,Limited,RENEWAL,Web,119,USD,No,No,On,Other,Other,Unknown,No,No,3,0,0,0,0,119,19.53571429,1
GRK,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.178571429,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,200,38,0,28,0,0,6.464285714,2
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,40,0,0,0,0,0,3.285714286,4
EBR,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,6.571428571,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,5,0,0,0,0,199,1027.428571,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,Yes,Off,US/Canada,Consumer,Web,No,Yes,226,104,1,79,1,0,13.03571429,4
GRK,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.285714286,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,77,0,0,0,0,0,3.392857143,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,68,6,0,6,0,0,13.03571429,1
ESP,Limited,RENEWAL,Web,119,USD,No,No,On,Other,Other,Unknown,No,No,3,3,0,3,0,119,13.07142857,1
ALL,Lifetime,INITIAL_PURCHASE,Web,201.47,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,131,70,1,64,1,201.47,1028.571429,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,5,1,0,1,0,199,1027.428571,1
DEU,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,23,4,0,2,0,0,13.07142857,1
DEU,Limited,RENEWAL,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,2,0,0,0,0,35.97,6.5,1
FRA,Limited,RENEWAL,Web,79,USD,No,No,Off,Other,Other,Unknown,No,No,51,48,42,4,1,79,13.07142857,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,1.107142857,1
ESP,Limited,RENEWAL,Web,79,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,79,8.142857143,1
ALL,Lifetime,INITIAL_PURCHASE,Web,211.14,USD,No,No,Off,Other,Other,Unknown,No,No,7,7,7,1,1,211.14,1027.357143,1
ARA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,18,0,0,0,0,0,13.03571429,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,112,1,0,1,0,0,13.03571429,4
LAT,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,Other,Consumer,Web,Yes,Yes,2,1,0,1,0,0,13.03571429,1
JPN,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,8,1,0,1,0,0,3.178571429,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,8,0,0,0,0,199,1028.107143,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,199,1027.357143,1
CHI,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,51,0,0,0,0,0,3.178571429,1
ESC,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,9,1,0,1,0,0,13.03571429,1
ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,Off,Other,Other,Unknown,No,No,13,0,0,0,0,35.97,3.285714286,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,48,48,48,2,2,199,1028.214286,1
KIS,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,119,0,0,0,0,0,6.535714286,4
ITA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,32,2,0,1,0,0,3.25,1
DEU,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,66,44,0,32,0,0,6.464285714,1
ESC,Limited,RENEWAL,Web,79,USD,No,No,On,Other,Other,Unknown,No,No,,,,,,79,6.535714286,1
ALL,Lifetime,INITIAL_PURCHASE,Web,217.51,USD,No,No,Off,Other,Other,Unknown,No,No,8,5,1,2,1,217.51,1028.142857,1
GRK,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,50,0,0,0,0,0,6.464285714,4
ESP,Limited,RENEWAL,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,7,4,0,1,0,35.97,13.07142857,1
DEU,Limited,INITIAL_PURCHASE,Web,79.55,USD,No,No,On,Other,Other,Unknown,No,No,1,1,0,1,0,79.55,8.678571429,1
GRK,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.03571429,1
POR,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.178571429,1
ENG,Limited,RENEWAL,Web,79,USD,No,No,On,Other,Other,Unknown,No,No,,,,,,79,6.535714286,1
POR,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,93,2,0,2,0,0,3.285714286,4
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.25,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,199,1027.821429,1
JPN,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.25,1
ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,Off,Other,Other,Unknown,No,No,1,1,0,1,0,35.97,3.285714286,1
ESP,Lifetime,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,1042.107143,1
URD,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,18,18,0,1,0,0,13.07142857,4
ESP,Limited,INITIAL_PURCHASE,Web,39.5,USD,No,No,Off,Other,Other,Unknown,No,No,4,2,0,1,0,39.5,3.25,1
CHI,Limited,INITIAL_PURCHASE,Web,39.16,USD,No,No,On,Other,Other,Unknown,No,No,8,7,1,4,1,39.16,3.285714286,1
FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,Yes,Off,Other,Other,Unknown,No,No,,,,,,35.97,3.392857143,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,9,6,0,2,0,199,1028.357143,1
ESP,Limited,INITIAL_PURCHASE,Web,95.88,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,95.88,13.07142857,1
DEU,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.25,1
DEU,Limited,RENEWAL,Web,79,USD,No,No,Off,Other,Other,Unknown,No,No,20,20,0,3,0,79,9.821428571,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,9,0,0,0,0,0,13.03571429,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,Other,Other,Unknown,No,No,,,,,,0,3.285714286,1
CHI,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,,,,,,0,16.32142857,4
URD,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,124,5,0,4,0,0,19.53571429,4
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,0,3.285714286,4
ALL,Lifetime,INITIAL_PURCHASE,Web,179.1,USD,No,No,Off,Other,Other,Unknown,No,No,7,6,0,2,0,179.1,1027.535714,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,2,0,0,0,0,199,1027.357143,1
ITA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.25,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,24,0,0,0,0,0,3.285714286,1
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,No,Off,Other,Other,Unknown,No,No,1,0,0,0,0,189,1031.571429,1
DEU,Limited,RENEWAL,Web,79,USD,No,No,On,Other,Other,Unknown,No,No,13,11,0,1,0,79,16.25,1
ALL,Lifetime,INITIAL_PURCHASE,Web,189.05,USD,No,No,Off,Other,Other,Unknown,No,No,9,5,0,1,0,189.05,1027.75,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,38,0,0,0,0,0,6.75,1
ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,84,4,0,3,0,65.94,6.571428571,4
LAT,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,99,0,0,0,0,0,13.03571429,2
ESP,Limited,INITIAL_PURCHASE,Web,70.06,USD,No,No,Off,Other,Other,Unknown,No,No,11,4,2,3,1,70.06,6.535714286,1
ESP,Lifetime,INITIAL_PURCHASE,Web,179,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,179,1031.678571,1
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,6,1,0,1,0,189,1028.107143,4
ESP,Limited,RENEWAL,Web,109,USD,No,No,Off,Other,Other,Unknown,No,No,4,3,0,2,0,109,13.07142857,1
POR,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,127,0,0,0,0,0,9.785714286,2
ALL,Lifetime,INITIAL_PURCHASE,Web,208.95,USD,No,No,Off,Other,Other,Unknown,No,No,6,1,0,1,0,208.95,1027.607143,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,7,0,0,0,0,199,1028.714286,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,26,0,0,0,0,0,13.03571429,1
ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,7,6,0,3,0,35.97,3.214285714,1
ITA,Limited,INITIAL_PURCHASE,Web,143.76,USD,No,No,On,Other,Other,Unknown,No,No,1,1,1,1,1,143.76,26.07142857,1
ESP,Limited,INITIAL_PURCHASE,Web,49,USD,No,No,On,Other,Other,Unknown,No,No,5,0,0,0,0,49,19.92857143,1
FRA,Limited,RENEWAL,Web,79,USD,No,No,Off,Other,Other,Unknown,No,No,1,0,0,0,0,79,6.571428571,1
ALL,Limited,INITIAL_PURCHASE,Web,179,USD,No,No,On,Other,Other,Unknown,No,No,12,0,0,0,0,179,13.03571429,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,6.464285714,1
LAT,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Other,Web,No,Yes,,,,,,0,13.17857143,4
ESP,Limited,RENEWAL,Web,119,USD,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,119,13.03571429,1
ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,Off,Other,Other,Unknown,No,No,14,4,1,4,1,35.97,3.25,1
ALL,Lifetime,INITIAL_PURCHASE,Web,224.91,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,224.91,1027.678571,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,0,6.5,4
ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,Off,Other,Other,Unknown,No,No,31,0,0,0,0,35.97,3.285714286,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,Other,Other,Unknown,No,No,26,1,0,1,0,0,6.5,1
ESP,Limited,RENEWAL,Web,119,USD,No,No,On,Other,Other,Unknown,No,No,21,9,8,3,2,119,13.03571429,1
RUS,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.285714286,1
POR,Limited,INITIAL_PURCHASE,Web,39,USD,No,No,Off,Other,Other,Unknown,No,No,9,5,2,4,1,39,3.25,1
ESP,Limited,RENEWAL,Web,79,USD,No,No,On,Other,Other,Unknown,No,No,11,10,0,3,0,79,16.28571429,1
ALL,Lifetime,INITIAL_PURCHASE,Web,210.94,USD,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,210.94,1027.535714,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,9,8,0,4,0,199,1028.714286,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,55,4,0,2,0,0,4.107142857,4
ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,65.94,6.535714286,1
ALL,Lifetime,INITIAL_PURCHASE,Web,214.92,USD,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,214.92,1027.607143,1
ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,No,No,On,Other,Other,Unknown,No,No,17,0,0,0,0,65.94,6.535714286,1
FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,Off,Other,Other,Unknown,No,No,1,0,0,0,0,35.97,3.25,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0,199,1027.678571,2
JPN,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,39,0,0,0,0,0,6.464285714,1
ITA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,6.535714286,1
POR,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,17,0,0,0,0,0,1.107142857,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,38,0,0,0,0,0,6.464285714,1
ESP,Limited,RENEWAL,Web,79,USD,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,80,0,0,0,0,79,6.535714286,4
ENG,Limited,RENEWAL,Web,79,USD,No,No,On,Other,Other,Unknown,No,No,,,,,,79,13.03571429,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,179,2,0,1,0,0,13.03571429,4
CHI,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,24,0,0,0,0,0,3.285714286,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,38,0,0,0,0,0,3.214285714,1
ALL,Lifetime,INITIAL_PURCHASE,Web,179.1,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0,179.1,1028.035714,2
ALL,Limited,INITIAL_PURCHASE,Web,143.76,USD,No,No,On,Other,Other,Unknown,No,No,6,0,0,0,0,143.76,26.07142857,1
ESP,Limited,RENEWAL,Web,119,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,119,19.53571429,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,3,0,0,0,0,199,1027.357143,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.285714286,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,7,1,1,1,1,199,1028.571429,1
ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,,,,,,35.97,3.25,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,Other,Other,Unknown,No,No,2,0,0,0,0,0,13.07142857,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,6,1,0,1,0,199,1027.642857,1
ESC,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.214285714,1
CHI,Limited,RENEWAL,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,4,0,0,0,0,35.97,16.35714286,1
ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,65.94,6.5,4
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,No,Off,Other,Other,Unknown,No,No,8,0,0,0,0,189,1028.607143,1
ALL,Limited,INITIAL_PURCHASE,Web,105.23,USD,No,No,On,Other,Other,Unknown,No,No,7,0,0,0,0,105.23,13.03571429,1
ALL,Lifetime,INITIAL_PURCHASE,Web,211.64,USD,No,No,Off,Other,Other,Unknown,No,No,2,0,0,0,0,211.64,1028,1
FRA,Limited,INITIAL_PURCHASE,Web,143.76,USD,No,No,On,Other,Other,Unknown,No,No,,,,,,143.76,26.10714286,1
KOR,Limited,RENEWAL,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,6,3,0,1,0,35.97,13.07142857,1
CHI,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,0,3.25,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,On,Other,Other,Unknown,No,No,81,16,2,14,2,0,13.03571429,1
ESP,Limited,RENEWAL,Web,119,USD,No,No,On,Other,Other,Unknown,No,No,1,0,0,0,0,119,13.07142857,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,23,6,1,6,1,0,6.571428571,1
ESP,Limited,INITIAL_PURCHASE,Web,69.9,USD,No,No,Off,Other,Other,Unknown,No,No,9,1,1,1,1,69.9,6.571428571,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,13.03571429,2
DEU,Limited,RENEWAL,Web,119,USD,No,No,Off,Other,Other,Unknown,No,No,4,4,0,2,0,119,19.60714286,1
HEB,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.25,1
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,No,Off,Other,Other,Unknown,No,No,5,4,0,3,0,189,1030.607143,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,5,0,0,0,0,199,1027.464286,1
ENG,Limited,INITIAL_PURCHASE,Web,119.76,USD,No,No,Off,Other,Other,Unknown,No,No,2,0,0,0,0,119.76,1.678571429,1
ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,2,0,0,0,0,35.97,6.5,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,27,1,0,1,0,0,3.285714286,1
ESC,Limited,INITIAL_PURCHASE,Web,39,USD,No,Yes,Off,US/Canada,Consumer,Web,No,Yes,104,103,5,95,3,39,3.392857143,4
ENG,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,Other,Consumer,Web,Yes,Yes,88,0,0,0,0,0,13.03571429,1
RUS,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,6,6,0,2,0,0,13.07142857,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,24,0,0,0,0,0,3.285714286,1
ESP,Limited,RENEWAL,Web,35.97,USD,No,No,Off,Other,Other,Unknown,No,No,3,2,0,2,0,35.97,13.53571429,1
ALL,Lifetime,INITIAL_PURCHASE,Web,205.3,USD,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,205.3,1028.392857,1
JPN,Limited,INITIAL_PURCHASE,Web,37.77,USD,No,No,On,Other,Other,Unknown,No,No,7,0,0,0,0,37.77,3.285714286,1
GRK,Limited,RENEWAL,Web,79,USD,No,No,On,Other,Other,Unknown,No,No,3,1,1,1,1,79,13.07142857,1
ESC,Limited,INITIAL_PURCHASE,Web,65.94,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,128,1,0,1,0,65.94,6.571428571,4
ESP,Limited,INITIAL_PURCHASE,Web,37.77,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,37.77,3.285714286,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.214285714,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,Other,Other,Unknown,No,No,,,,,,0,13.03571429,1
DEU,Limited,INITIAL_PURCHASE,Web,79,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,79,3.285714286,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.214285714,1
FRA,Limited,INITIAL_PURCHASE,Web,102.21,USD,No,No,Off,Other,Other,Unknown,No,No,4,4,0,2,0,102.21,13.07142857,1
ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,On,Other,Other,Unknown,No,No,,,,,,35.97,3.25,1
